Event.Date,Injury.Severity,Aircraft.damage,Make,Model,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Fatality Flag,Risk Score
1990-01-01,Non-Fatal,Substantial,CESSNA,150F,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-03,Non-Fatal,Substantial,AERONCA,11CC,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-03,Non-Fatal,Substantial,OTHER,ACROSPORT II,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-03,Non-Fatal,Substantial,MOONEY,MARK 22,Personal,0.0,0.0,0.0,5.0,0,0.0
1990-01-04,Non-Fatal,Destroyed,CESSNA,172E,Personal,0.0,0.0,2.0,0.0,0,2.0
1990-01-05,Non-Fatal,Destroyed,PIPER,PA-30,Personal,0.0,2.0,0.0,0.0,0,4.0
1990-01-05,Non-Fatal,Destroyed,CESSNA,185,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-06,Non-Fatal,Substantial,MOONEY,M20B,Personal,0.0,0.0,1.0,0.0,0,1.0
1990-01-06,Non-Fatal,Substantial,OTHER,THROP T-18,Personal,0.0,0.0,1.0,0.0,0,1.0
1990-01-06,Non-Fatal,Substantial,CESSNA,172,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-06,Non-Fatal,Substantial,PIPER,PA-22,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-07,Fatal(1),Destroyed,CESSNA,182P,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-01-07,Fatal(1),Destroyed,OTHER,FLYBABY,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-01-07,Non-Fatal,Substantial,CESSNA,172,Personal,0.0,0.0,0.0,4.0,0,0.0
1990-01-07,Non-Fatal,Substantial,OTHER,ROTORWAY EXEC,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-07,Non-Fatal,Substantial,PIPER,PA-23-250,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-07,Non-Fatal,Substantial,CESSNA,172B,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-08,Non-Fatal,Destroyed,BEECH,V35B,Personal,0.0,0.0,2.0,0.0,0,2.0
1990-01-08,Non-Fatal,Destroyed,CESSNA,150L,Personal,0.0,1.0,0.0,0.0,0,2.0
1990-01-08,Non-Fatal,Substantial,CESSNA,172A,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-08,Non-Fatal,Substantial,SCHWEIZER,SGS 2-33A,Personal,0.0,0.0,1.0,1.0,0,1.0
1990-01-08,Non-Fatal,Substantial,PIPER,PA-46,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-09,Non-Fatal,Substantial,CESSNA,177B,Business,0.0,0.0,0.0,1.0,0,0.0
1990-01-09,Non-Fatal,Substantial,MITSUBISHI,MU-2B-25,Business,0.0,0.0,0.0,1.0,0,0.0
1990-01-10,Non-Fatal,Substantial,MOONEY,M20K,Personal,0.0,0.0,2.0,0.0,0,2.0
1990-01-10,Non-Fatal,Substantial,CESSNA,172,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-10,Non-Fatal,Substantial,PIPER,PA-28-140,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-11,Fatal(1),Destroyed,OTHER,AIRCOMMANDER 532,Business,1.0,0.0,0.0,0.0,1,5.0
1990-01-11,Fatal(1),Destroyed,BELL,UH-1B,Other Work Use,1.0,0.0,0.0,0.0,1,5.0
1990-01-11,Non-Fatal,Substantial,CESSNA,150H,Personal,0.0,0.0,2.0,1.0,0,2.0
1990-01-11,Non-Fatal,Substantial,PIPER,PA-28-140,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-11,Non-Fatal,Substantial,CESSNA,182M,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-12,Fatal(3),Destroyed,CESSNA,182P,Personal,3.0,0.0,0.0,0.0,1,15.0
1990-01-12,Non-Fatal,Substantial,BEECH,E185,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-12,Non-Fatal,Substantial,CESSNA,172,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-01-12,Non-Fatal,Substantial,BOEING,A75N1,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-13,Fatal(1),Destroyed,CESSNA,R172K,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-01-13,Non-Fatal,Substantial,CESSNA,150,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-13,Non-Fatal,Substantial,CESSNA,170,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-14,Non-Fatal,Substantial,PIPER,PA-28-180,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-14,Non-Fatal,Substantial,OTHER,STARDUSTER TOO,Personal,0.0,1.0,0.0,1.0,0,2.0
1990-01-14,Non-Fatal,Substantial,PIPER,PA-32R-301T,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-14,Non-Fatal,Substantial,CESSNA,A185F,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-15,Non-Fatal,Substantial,CESSNA,172,Personal,0.0,0.0,1.0,0.0,0,1.0
1990-01-15,Non-Fatal,Substantial,CESSNA,P210N,Business,0.0,1.0,1.0,0.0,0,3.0
1990-01-16,Non-Fatal,Destroyed,CESSNA,172,Personal,0.0,1.0,0.0,0.0,0,2.0
1990-01-16,Fatal(3),Destroyed,CESSNA,310R,Personal,3.0,0.0,0.0,0.0,1,15.0
1990-01-16,Non-Fatal,Substantial,CESSNA,182,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-17,Non-Fatal,Substantial,BEECH,400,Business,0.0,0.0,0.0,3.0,0,0.0
1990-01-17,Non-Fatal,Substantial,CESSNA,172,Personal,0.0,0.0,1.0,1.0,0,1.0
1990-01-18,Fatal(2),Destroyed,PIPER,PA-32R-300,Personal,2.0,3.0,1.0,0.0,1,17.0
1990-01-18,Non-Fatal,Substantial,AERO COMMANDER,680E,Personal,0.0,3.0,0.0,0.0,0,6.0
1990-01-19,Non-Fatal,Destroyed,MOONEY,M20,Personal,0.0,0.0,2.0,0.0,0,2.0
1990-01-19,Non-Fatal,Destroyed,CESSNA,C150,Personal,0.0,1.0,0.0,0.0,0,2.0
1990-01-19,Fatal(7),Destroyed,GRUMMAN,G1159,Executive/corporate,7.0,0.0,0.0,0.0,1,35.0
1990-01-19,Non-Fatal,Substantial,OTHER,BUCCANEER II XA650,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-19,Non-Fatal,Substantial,PIPER,PA-32-R-300,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-19,Non-Fatal,Substantial,MITSUBISHI,MU-2B-25,Business,0.0,0.0,0.0,2.0,0,0.0
1990-01-19,Non-Fatal,Substantial,STINSON,108-3,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-20,Fatal(2),Destroyed,PIPER,PA-18,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-01-20,Fatal(2),Destroyed,PIPER,J-3,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-01-20,Non-Fatal,Substantial,PIPER,PA-28-161,Personal,0.0,0.0,0.0,4.0,0,0.0
1990-01-20,Non-Fatal,Substantial,NORTH AMERICAN,NAVION,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-01-21,Non-Fatal,Destroyed,ROBINSON,R22B,Personal,0.0,1.0,1.0,0.0,0,3.0
1990-01-21,Non-Fatal,Destroyed,AERO COMMANDER,100-180,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-21,Non-Fatal,Substantial,AERO COMMANDER,100-180,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-21,Non-Fatal,Substantial,ROBINSON,R22,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-21,Non-Fatal,Substantial,CESSNA,172M,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-21,Non-Fatal,Substantial,CESSNA,185,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-22,Fatal(1),Destroyed,OTHER,532,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-01-24,Non-Fatal,Destroyed,NORTH AMERICAN,P-51-D,Personal,0.0,1.0,0.0,0.0,0,2.0
1990-01-24,Non-Fatal,Substantial,OTHER,G-164B,Business,0.0,0.0,0.0,1.0,0,0.0
1990-01-24,Fatal(1),Substantial,OTHER,ASCENDER II+2,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-01-25,Non-Fatal,Substantial,MOONEY,M20A,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-26,Non-Fatal,Substantial,PIPER,PA-23-250,Business,0.0,0.0,0.0,6.0,0,0.0
1990-01-27,Non-Fatal,Substantial,PIPER,PA-28-151,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-28,Non-Fatal,Destroyed,TAYLORCRAFT,BC12D,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-28,Non-Fatal,Destroyed,OTHER,MU532,Personal,0.0,2.0,0.0,0.0,0,4.0
1990-01-28,Non-Fatal,Substantial,GLOBE,SWIFT GCIB,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-28,Fatal(1),Substantial,AERONCA,7DC,Business,1.0,1.0,0.0,0.0,1,7.0
1990-01-28,Non-Fatal,Substantial,BEECH,C24R,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-29,Non-Fatal,Substantial,OTHER,BAKER BOB-CAT,Personal,0.0,0.0,1.0,0.0,0,1.0
1990-01-30,Fatal(1),Destroyed,OTHER,HS.125-35,Executive/corporate,1.0,1.0,1.0,0.0,1,8.0
1990-01-30,Non-Fatal,Substantial,PIPER,PA-28-161,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-30,Non-Fatal,Substantial,CESSNA,150F,Personal,0.0,1.0,0.0,0.0,0,2.0
1990-01-31,Non-Fatal,Substantial,MOONEY,M20-K,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-01-31,Non-Fatal,Substantial,CESSNA,182N,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-01-31,Non-Fatal,Substantial,CESSNA,425,Business,0.0,0.0,0.0,1.0,0,0.0
1990-02-01,Fatal(1),Destroyed,PIPER,PA28-180,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-02-01,Fatal(1),Destroyed,PIPER,PA-28-181,Personal,1.0,0.0,0.0,1.0,1,5.0
1990-02-01,Non-Fatal,Substantial,PIPER,PA-34-200,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-02-01,Non-Fatal,Substantial,ROBINSON,R22,Business,0.0,0.0,0.0,1.0,0,0.0
1990-02-02,Fatal(2),Destroyed,BEECH,58,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-02-02,Fatal(1),Destroyed,AMERICAN,AA-1,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-02-03,Fatal(1),Destroyed,AMERICAN,AA-1A,Personal,1.0,1.0,0.0,0.0,1,7.0
1990-02-03,Non-Fatal,Substantial,CESSNA,172A,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-02-03,Non-Fatal,Substantial,MOONEY,M-20K-231,Personal,0.0,1.0,1.0,0.0,0,3.0
1990-02-03,Non-Fatal,Substantial,CHRISTEN INDUSTRIES,PITTS,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-03,Non-Fatal,Substantial,OTHER,N105,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-02-04,Fatal(1),Minor,CESSNA,150M,Personal,1.0,0.0,0.0,2.0,1,5.0
1990-02-04,Fatal(1),Destroyed,CESSNA,172M,Personal,1.0,0.0,0.0,2.0,1,5.0
1990-02-04,Non-Fatal,Substantial,PIPER,PA-22,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-02-04,Non-Fatal,Substantial,PIPER,PA-32-300,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-02-04,Non-Fatal,Substantial,PIPER,PA-28-140,Personal,0.0,0.0,2.0,2.0,0,2.0
1990-02-06,Fatal(2),Destroyed,PIPER,PA-46-350P,Business,2.0,0.0,0.0,0.0,1,10.0
1990-02-06,Fatal(3),Destroyed,CESSNA,182P,Business,3.0,0.0,0.0,0.0,1,15.0
1990-02-06,Fatal(1),Substantial,CESSNA,152,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-02-06,Non-Fatal,Substantial,PIPER,PA28-180,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-02-07,Non-Fatal,Substantial,CESSNA,152,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-02-08,Non-Fatal,Substantial,CESSNA,180C,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-09,Fatal(2),Destroyed,PIPER,PA-28-180,Business,2.0,0.0,0.0,0.0,1,10.0
1990-02-09,Non-Fatal,Substantial,CESSNA,172P,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-02-09,Non-Fatal,Substantial,CESSNA,150,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-02-10,Non-Fatal,Destroyed,PIPER,PA-23-150,Personal,0.0,2.0,2.0,0.0,0,6.0
1990-02-10,Fatal(1),Substantial,BELL,206L,Business,1.0,0.0,0.0,4.0,1,5.0
1990-02-10,Non-Fatal,Substantial,CESSNA,150,Personal,0.0,0.0,2.0,0.0,0,2.0
1990-02-10,Non-Fatal,Substantial,CESSNA,172C,Personal,0.0,2.0,1.0,0.0,0,5.0
1990-02-10,Non-Fatal,Substantial,CESSNA,180,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-10,Non-Fatal,Substantial,OTHER,ROTORWAY,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-10,Non-Fatal,Substantial,BEECH,A 36,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-11,Non-Fatal,Substantial,CESSNA,A185F,Personal,0.0,0.0,2.0,0.0,0,2.0
1990-02-11,Non-Fatal,Substantial,CESSNA,180J,Personal,0.0,0.0,0.0,4.0,0,0.0
1990-02-11,Non-Fatal,Substantial,CESSNA,120,Personal,0.0,1.0,1.0,0.0,0,3.0
1990-02-12,Fatal(1),Destroyed,BEECH,F-33A,Personal,1.0,0.0,1.0,0.0,1,6.0
1990-02-12,Non-Fatal,Substantial,CESSNA,177B,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-02-12,Non-Fatal,Substantial,CESSNA,152,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-13,Non-Fatal,Destroyed,CESSNA,150L,Personal,0.0,1.0,1.0,0.0,0,3.0
1990-02-13,Fatal(2),Destroyed,BEECH,C-90,Executive/corporate,2.0,0.0,0.0,0.0,1,10.0
1990-02-13,Fatal(1),Destroyed,CESSNA,150F,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-02-13,Non-Fatal,Substantial,PIPER,PA-28-181,Personal,0.0,0.0,1.0,3.0,0,1.0
1990-02-14,Fatal(5),Destroyed,MITSUBISHI,MU-2B-60,Business,5.0,0.0,0.0,0.0,1,25.0
1990-02-14,Non-Fatal,Substantial,PIPER,PA-28-161,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-02-15,Non-Fatal,Substantial,CESSNA,180,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-15,Non-Fatal,Substantial,CESSNA,172,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-16,Non-Fatal,Destroyed,BELL,47B3,Business,0.0,0.0,0.0,1.0,0,0.0
1990-02-17,Fatal(1),Destroyed,OTHER,447,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-02-18,Non-Fatal,Destroyed,CESSNA,182P,Personal,0.0,2.0,0.0,0.0,0,4.0
1990-02-18,Fatal(1),Destroyed,CESSNA,210L,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-02-18,Fatal(2),Destroyed,MOONEY,M20F,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-02-18,Non-Fatal,Substantial,CESSNA,177RG,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-18,Non-Fatal,Substantial,CESSNA,152,Personal,0.0,0.0,1.0,1.0,0,1.0
1990-02-18,Non-Fatal,Substantial,CESSNA,150H,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-18,Non-Fatal,Substantial,CESSNA,150M,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-18,Non-Fatal,Substantial,PIPER,PA-31T1,Executive/corporate,0.0,0.0,0.0,4.0,0,0.0
1990-02-19,Fatal(2),Destroyed,CHAMPION,7KCAB,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-02-19,Non-Fatal,Substantial,PIPER,PA-28-181,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-02-19,Non-Fatal,Substantial,PIPER,PA-28,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-02-19,Non-Fatal,Substantial,BEECH,H35,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-19,Fatal(1),Substantial,OTHER,LS-6,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-02-20,Fatal(1),Destroyed,PIPER,PA-34-200T,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-02-20,Non-Fatal,Substantial,PIPER,PA-22,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-02-20,Non-Fatal,Substantial,PIPER,PA-34-200,Business,0.0,0.0,0.0,4.0,0,0.0
1990-02-21,Fatal(2),Destroyed,OTHER,SF260C,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-02-21,Non-Fatal,Substantial,PIPER,PA-28-161,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-02-21,Non-Fatal,Substantial,CESSNA,150L,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-02-22,Fatal(3),Destroyed,PIPER,PA-32RT-300,Business,3.0,0.0,0.0,0.0,1,15.0
1990-02-22,Non-Fatal,Substantial,CESSNA,152,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-02-22,Non-Fatal,Substantial,PIPER,PA-28-181,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-23,Non-Fatal,Substantial,PITTS,S1T,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-23,Non-Fatal,Substantial,CESSNA,152,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-02-23,Non-Fatal,Substantial,OTHER,COUGAR,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-02-23,Non-Fatal,Substantial,OTHER,FOKKER DR-1,Personal,0.0,0.0,2.0,0.0,0,2.0
1990-02-23,Non-Fatal,Substantial,MITSUBISHI,MU-300,Executive/corporate,0.0,0.0,0.0,3.0,0,0.0
1990-02-24,Non-Fatal,Destroyed,OTHER,PITTS SPECIAL S-1C,Personal,0.0,1.0,0.0,0.0,0,2.0
1990-02-24,Fatal(1),Destroyed,OTHER,2902.11.01.001 LARK,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-02-24,Non-Fatal,Destroyed,PIPER,PA-32-260,Business,0.0,3.0,1.0,0.0,0,7.0
1990-02-24,Non-Fatal,Substantial,CESSNA,150M,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-02-25,Fatal(1),Destroyed,PIPER,PA-12-150,Personal,1.0,1.0,0.0,0.0,1,7.0
1990-02-25,Non-Fatal,Substantial,OTHER,415-CD,Personal,0.0,0.0,2.0,0.0,0,2.0
1990-02-26,Fatal(2),Destroyed,OTHER,CAVALIER MODEL 2,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-02-26,Fatal(1),Destroyed,OTHER,LONG EZ,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-02-26,Non-Fatal,Substantial,CESSNA,182K,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-02-27,Fatal(1),Destroyed,PIPER,PA28-201T,Business,1.0,0.0,0.0,0.0,1,5.0
1990-02-27,Non-Fatal,Substantial,CESSNA,150J,Personal,0.0,0.0,1.0,1.0,0,1.0
1990-02-28,Non-Fatal,Destroyed,BEECH,B-19,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-02-28,Non-Fatal,Substantial,CESSNA,152,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-03-01,Non-Fatal,Destroyed,BELL,BH-47G3B2,Personal,0.0,0.0,1.0,0.0,0,1.0
1990-03-01,Non-Fatal,Substantial,CESSNA,150,Business,0.0,1.0,0.0,0.0,0,2.0
1990-03-01,Non-Fatal,Substantial,CESSNA,195,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-03-02,Fatal(2),Destroyed,PIPER,PA28R-200,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-03-02,Non-Fatal,Substantial,OTHER,VARIEZE,Personal,0.0,0.0,2.0,0.0,0,2.0
1990-03-02,Non-Fatal,Substantial,PIPER,PA-28-140,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-03,Non-Fatal,Substantial,CESSNA,177B,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-03-03,Non-Fatal,Substantial,MAULE,M-6-235,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-03,Non-Fatal,Substantial,OTHER,415C,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-03,Non-Fatal,Substantial,PIPER,PA-28R-200,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-03,Non-Fatal,Substantial,CESSNA,172G,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-03,Non-Fatal,Substantial,CESSNA,177A,Personal,0.0,0.0,1.0,1.0,0,1.0
1990-03-04,Fatal(2),Destroyed,PIPER,PA-24-180,Personal,2.0,1.0,0.0,0.0,1,12.0
1990-03-04,Fatal(1),Destroyed,CHAMPION,7EC,Personal,1.0,1.0,0.0,0.0,1,7.0
1990-03-04,Non-Fatal,Substantial,CESSNA,140,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-04,Non-Fatal,Substantial,BELLANCA,7GCBC,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-05,Non-Fatal,Destroyed,OTHER,VARI-EZE,Personal,0.0,0.0,1.0,0.0,0,1.0
1990-03-05,Non-Fatal,Substantial,PIPER,PA-22-150,Personal,0.0,0.0,1.0,0.0,0,1.0
1990-03-06,Non-Fatal,Substantial,CESSNA,180,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-03-07,Non-Fatal,Substantial,CESSNA,172N,Personal,0.0,0.0,1.0,2.0,0,1.0
1990-03-07,Non-Fatal,Substantial,BEECH,76,Personal,0.0,0.0,2.0,0.0,0,2.0
1990-03-08,Fatal(2),Destroyed,PIPER,PA-38-112,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-03-08,Fatal(1),Destroyed,PIPER,PA-30,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-03-09,Fatal(1),Destroyed,SIKORSKY,HSS-1N,Other Work Use,1.0,0.0,0.0,0.0,1,5.0
1990-03-09,Fatal(2),Destroyed,BEECH,58,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-03-09,Non-Fatal,Substantial,CESSNA,310G,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-09,Non-Fatal,Substantial,BEECH,B-60,Business,0.0,0.0,0.0,6.0,0,0.0
1990-03-09,Non-Fatal,Substantial,NORTH AMERICAN,T-6 G,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-03-09,Non-Fatal,Substantial,PIPER,PA-11,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-10,Fatal(4),Destroyed,PIPER,PA28-161,Personal,4.0,0.0,0.0,0.0,1,20.0
1990-03-10,Fatal(1),Destroyed,CESSNA,150J,Personal,1.0,0.0,0.0,0.0,1,5.0
1990-03-10,Non-Fatal,Destroyed,AMERICAN,AA-1,Personal,0.0,2.0,0.0,0.0,0,4.0
1990-03-10,Fatal(2),Destroyed,PIPER,PA-60-601P,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-03-10,Non-Fatal,Substantial,PIPER,J3,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-10,Non-Fatal,Substantial,CESSNA,172N,Personal,0.0,0.0,2.0,0.0,0,2.0
1990-03-10,Non-Fatal,Substantial,CESSNA,182N,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-03-11,Incident,Minor,STINSON,AT-19,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-11,Fatal(3),Destroyed,CESSNA,T210L,Personal,3.0,1.0,0.0,0.0,1,17.0
1990-03-11,Non-Fatal,Destroyed,CESSNA,177A,Personal,0.0,2.0,0.0,0.0,0,4.0
1990-03-11,Non-Fatal,Substantial,CESSNA,182Q,Other Work Use,0.0,0.0,0.0,3.0,0,0.0
1990-03-11,Non-Fatal,Substantial,CESSNA,172I,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-11,Non-Fatal,Substantial,NORTH AMERICAN,T-6G,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-12,Non-Fatal,Substantial,CESSNA,150J,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-03-12,Non-Fatal,Substantial,OTHER,18-A,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-03-13,Non-Fatal,Substantial,PIPER,PA-18,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-03-14,Fatal(2),Destroyed,CESSNA,177,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-03-14,Non-Fatal,Substantial,BEECH,C-23,Personal,0.0,0.0,2.0,0.0,0,2.0
1990-03-14,Non-Fatal,Substantial,CESSNA,172M,Personal,0.0,0.0,2.0,0.0,0,2.0
1990-03-15,Non-Fatal,Substantial,TAYLORCRAFT,BC12-D,Personal,0.0,1.0,1.0,0.0,0,3.0
1990-03-15,Non-Fatal,Substantial,PIPER,PA-30,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-03-16,Non-Fatal,Destroyed,CESSNA,414,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-03-16,Fatal(2),Destroyed,CESSNA,172N,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-03-16,Non-Fatal,Substantial,CESSNA,175,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-03-16,Non-Fatal,Substantial,MAULE,M4,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-03-16,Non-Fatal,Substantial,PIPER,PA-28-140,Personal,0.0,0.0,2.0,1.0,0,2.0
1990-03-16,Non-Fatal,Substantial,CESSNA,152,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-03-16,Non-Fatal,Substantial,CESSNA,170B,Personal,0.0,0.0,0.0,2.0,0,0.0
1990-03-17,Fatal(2),Destroyed,OTHER,STEEN/SKYBOLT,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-03-17,Non-Fatal,Destroyed,PIPER,PA-25-150,Personal,0.0,1.0,0.0,0.0,0,2.0
1990-03-17,Non-Fatal,Substantial,BEECH,A23,Personal,0.0,0.0,2.0,0.0,0,2.0
1990-03-17,Non-Fatal,Substantial,CESSNA,172G,Personal,0.0,0.0,0.0,3.0,0,0.0
1990-03-17,Non-Fatal,Substantial,PIPER,PA28R,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-18,Non-Fatal,Destroyed,OTHER,WE-1,Personal,0.0,1.0,0.0,0.0,0,2.0
1990-03-18,Non-Fatal,Destroyed,BELLANCA,14-13,Personal,0.0,1.0,0.0,2.0,0,2.0
1990-03-18,Fatal(2),Destroyed,OTHER,CHRISTEN EAGLE II,Personal,2.0,0.0,0.0,0.0,1,10.0
1990-03-18,Non-Fatal,Substantial,CESSNA,172H,Personal,0.0,0.0,0.0,1.0,0,0.0
1990-03-18,Non-Fatal,Substantial,OTHER,LONGEZ,Personal,0.0,0.0,1.0,0.0,0,1.0
1990-03-18,Non-Fatal,Substantial,CESSNA,172,Personal,0.0,0.0,0.0,3.0,0,0.0
