Event.Date,Injury.Severity,Aircraft.damage,Make,Model,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Fatality Flag,Risk Score
2001-07-05,Non-Fatal,Substantial,CESSNA,182K,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-05,Non-Fatal,Substantial,RYAN,NAVION B,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-06,Non-Fatal,Substantial,MAULE,M-5-210C,Personal,0.0,0.0,0.0,3.0,0,0.0
2001-07-06,Fatal(1),Substantial,AERONCA,O-58B,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-06,Non-Fatal,Substantial,OTHER,SONERAI II,Personal,0.0,0.0,1.0,1.0,0,1.0
2001-07-06,Non-Fatal,Substantial,OTHER,LANCAIR 360,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-07-06,Non-Fatal,Substantial,PIPER,PA-12,Personal,0.0,0.0,2.0,1.0,0,2.0
2001-07-06,Non-Fatal,Substantial,OTHER,BI-PLANE,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-07,Non-Fatal,Substantial,PIPER,PA-24-250,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-07,Non-Fatal,Substantial,OTHER,BABY LAKES,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-07,Fatal(2),Substantial,OTHER,RV-6A,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-07-07,Non-Fatal,Substantial,OTHER,KR-2,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-07,Fatal(1),Substantial,OTHER,ARV 582,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-07,Non-Fatal,Substantial,CESSNA,172P,Personal,0.0,0.0,0.0,4.0,0,0.0
2001-07-07,Non-Fatal,Destroyed,CESSNA,T210M,Personal,0.0,1.0,1.0,1.0,0,3.0
2001-07-08,Non-Fatal,Destroyed,PILATUS,PC-12/45,Business,0.0,0.0,1.0,3.0,0,1.0
2001-07-08,Non-Fatal,Substantial,CESSNA,175,Personal,0.0,0.0,0.0,3.0,0,0.0
2001-07-08,Fatal(2),Destroyed,ROBINSON,R-44,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-07-09,Non-Fatal,Substantial,HUGHES,269A,Personal,0.0,0.0,2.0,1.0,0,2.0
2001-07-09,Non-Fatal,Substantial,CESSNA,172,Personal,0.0,0.0,0.0,3.0,0,0.0
2001-07-09,Non-Fatal,Substantial,OTHER,DC-3,Other Work Use,0.0,0.0,0.0,2.0,0,0.0
2001-07-10,Non-Fatal,Substantial,PIPER,PA-28R,Personal,0.0,0.0,2.0,1.0,0,2.0
2001-07-10,Non-Fatal,Substantial,CESSNA,210,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-10,Fatal(2),Destroyed,GRUMMAN AMERICAN,AA-1C,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-07-10,Fatal(1),Destroyed,MOONEY,M20M,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-11,Non-Fatal,Substantial,CESSNA,310I,Personal,0.0,0.0,0.0,3.0,0,0.0
2001-07-11,Fatal(1),Substantial,PIPER,PA-28-180,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-11,Fatal(1),Destroyed,OTHER,LANCAIR 4,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-12,Non-Fatal,Substantial,PIPER,PA-34-200T,Business,0.0,0.0,12.0,2.0,0,12.0
2001-07-12,Non-Fatal,Substantial,MOONEY,M20J,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-12,Non-Fatal,Substantial,BELL,206B,Business,0.0,0.0,0.0,4.0,0,0.0
2001-07-12,Non-Fatal,Substantial,BURKHART GROB,G 103 TWIN II,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-13,Non-Fatal,Substantial,CESSNA,140,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-13,Fatal(6),Destroyed,BEECH,E-55,Personal,6.0,0.0,0.0,1.0,1,30.0
2001-07-14,Non-Fatal,Substantial,PIPER,PA-22-160,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-07-14,Non-Fatal,Substantial,YAKOVLEV,52,Personal,0.0,0.0,1.0,1.0,0,1.0
2001-07-14,Non-Fatal,Substantial,PIPER,PA28-140,Personal,0.0,0.0,2.0,1.0,0,2.0
2001-07-14,Non-Fatal,Substantial,OTHER,MXL II SPORT,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-07-14,Non-Fatal,Substantial,SCHWEIZER,269C,Business,0.0,0.0,3.0,1.0,0,3.0
2001-07-14,Non-Fatal,Substantial,OTHER,MXL II SPORT,Personal,0.0,1.0,1.0,1.0,0,3.0
2001-07-14,Non-Fatal,Destroyed,OTHER,1933,Personal,0.0,2.0,0.0,1.0,0,4.0
2001-07-14,Fatal(1),Destroyed,OTHER,BD-5T,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-14,Non-Fatal,Destroyed,OTHER,S10-VT,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-07-14,Fatal(1),Destroyed,OTHER,MOHAWK 1,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-15,Non-Fatal,Substantial,CESSNA,182,Other Work Use,0.0,0.0,0.0,1.0,0,0.0
2001-07-15,Fatal(1),Substantial,BEECH,A23-24,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-15,Non-Fatal,Substantial,CESSNA,T210M,Personal,0.0,0.0,2.0,1.0,0,2.0
2001-07-15,Non-Fatal,Substantial,BOEING,A75L300,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-15,Non-Fatal,Substantial,CESSNA,152,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-07-15,Fatal(4),Substantial,MAULE,M-5-235C,Personal,4.0,0.0,0.0,1.0,1,20.0
2001-07-15,Non-Fatal,Destroyed,PIPER,PA-46-310P,Business,0.0,1.0,0.0,1.0,0,2.0
2001-07-15,Non-Fatal,Destroyed,CESSNA,175,Personal,0.0,2.0,0.0,1.0,0,4.0
2001-07-16,Non-Fatal,Substantial,OTHER,RANS S-12,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-07-16,Non-Fatal,Substantial,PIPER,PA-28-180,Personal,0.0,2.0,0.0,1.0,0,4.0
2001-07-16,Non-Fatal,Substantial,OTHER,TURBULENT D-31,Personal,0.0,0.0,1.0,1.0,0,1.0
2001-07-17,Non-Fatal,Substantial,AEROSPATIALE,SA315B,Other Work Use,0.0,0.0,1.0,1.0,0,1.0
2001-07-18,Non-Fatal,Substantial,CESSNA,172M,Other Work Use,0.0,0.0,3.0,1.0,0,3.0
2001-07-18,Fatal(3),Destroyed,BEECH,58-TC,Executive/corporate,3.0,0.0,0.0,1.0,1,15.0
2001-07-19,Non-Fatal,Substantial,PIPER,PA-20-135,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-07-19,Non-Fatal,Substantial,BEECH,J35,Personal,0.0,0.0,0.0,3.0,0,0.0
2001-07-19,Fatal(1),Destroyed,MOONEY,M-20R,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-20,Non-Fatal,Substantial,CESSNA,150,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-07-20,Non-Fatal,Substantial,STINSON,108-1,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-20,Non-Fatal,Substantial,CESSNA,TU206G,Personal,0.0,0.0,2.0,1.0,0,2.0
2001-07-20,Non-Fatal,Substantial,CESSNA,150F,Personal,0.0,0.0,1.0,1.0,0,1.0
2001-07-20,Non-Fatal,Substantial,PIPER,PA-16,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-20,Fatal(2),Destroyed,OTHER,VERI EZE,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-07-21,Non-Fatal,Substantial,OTHER,SMITH MINI DSA-1,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-21,Non-Fatal,Substantial,BOEING,E75N1,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-07-21,Non-Fatal,Substantial,PILATUS,PC-6/B2-H4,Personal,0.0,0.0,0.0,3.0,0,0.0
2001-07-21,Non-Fatal,Substantial,PIPER,PA-28-181,Personal,0.0,0.0,0.0,4.0,0,0.0
2001-07-21,Non-Fatal,Substantial,CESSNA,185F,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-21,Non-Fatal,Substantial,OTHER,VELOCITY,Personal,0.0,0.0,1.0,4.0,0,1.0
2001-07-21,Non-Fatal,Substantial,CESSNA,T210N,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-21,Non-Fatal,Substantial,PIPER,PA-28-140,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-21,Fatal(2),Substantial,PIPER,PA-32-260,Business,2.0,0.0,0.0,1.0,1,10.0
2001-07-21,Non-Fatal,Substantial,SCHLEICHER,ASW-20C,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-21,Non-Fatal,Destroyed,CESSNA,120,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-07-21,Fatal(1),Destroyed,PIPER,PA-46-350P,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-21,Non-Fatal,Destroyed,CESSNA,R172K,Personal,0.0,2.0,0.0,1.0,0,4.0
2001-07-21,Fatal(2),Destroyed,SMITH,KELLY-D,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-07-21,Fatal(2),Destroyed,BEECH,K35,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-07-22,Non-Fatal,Substantial,BEECH,BE-36,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-22,Non-Fatal,Substantial,PIPER,PA-18-150,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-22,Non-Fatal,Substantial,CHAMPION,7KCAB,Other Work Use,0.0,1.0,0.0,1.0,0,2.0
2001-07-22,Non-Fatal,Substantial,CESSNA,182T,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-22,Non-Fatal,Substantial,MAULE,M-5-180C,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-22,Non-Fatal,Substantial,HUGHES,269A,Other Work Use,0.0,0.0,1.0,1.0,0,1.0
2001-07-22,Non-Fatal,Substantial,OTHER,DRIFTER ARV 582,Personal,0.0,1.0,1.0,1.0,0,3.0
2001-07-22,Fatal(3),Destroyed,CESSNA,177,Personal,3.0,0.0,0.0,1.0,1,15.0
2001-07-22,Fatal(2),Destroyed,OTHER,47D1,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-07-23,Non-Fatal,Substantial,OTHER,LANCAIR IV-P,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-07-23,Non-Fatal,Substantial,OTHER,T-10,Personal,0.0,2.0,0.0,1.0,0,4.0
2001-07-24,Non-Fatal,Substantial,OTHER,KR-2,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-24,Non-Fatal,Substantial,PIPER,PA-32R-301T,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-24,Non-Fatal,Substantial,CESSNA,172M,Business,0.0,0.0,1.0,1.0,0,1.0
2001-07-24,Non-Fatal,Substantial,CESSNA,195,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-07-24,Fatal(1),Substantial,OTHER,KOLB SLING SHOT,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-24,Fatal(1),Destroyed,OTHER,GILES G-202,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-24,Non-Fatal,Destroyed,OTHER,MARK III,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-07-24,Fatal(2),Destroyed,BOEING,STEARMAN PT-17,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-07-25,Non-Fatal,Substantial,CESSNA,TU-206F,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-07-25,Non-Fatal,Substantial,CESSNA,140,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-26,Non-Fatal,Substantial,PIPER,PA-28R,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-26,Non-Fatal,Substantial,OTHER,STEEN SKYBOLT,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-26,Non-Fatal,Destroyed,CESSNA,172N,Personal,0.0,0.0,0.0,3.0,0,0.0
2001-07-26,Non-Fatal,Destroyed,CESSNA,182P,Personal,0.0,0.0,2.0,1.0,0,2.0
2001-07-26,Fatal(1),Destroyed,OTHER,STODDARD HAMILTONSH3,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-27,Non-Fatal,Substantial,PIPER,PA-28-180,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-27,Non-Fatal,Substantial,OTHER,TEENIE TWO,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-07-27,Non-Fatal,Substantial,OTHER,RV-6A,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-07-27,Non-Fatal,Substantial,OTHER,LANCAIR 320,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-07-27,Non-Fatal,Substantial,TAYLORCRAFT,BC12-D,Business,0.0,0.0,0.0,1.0,0,0.0
2001-07-28,Non-Fatal,Substantial,MOONEY,M20J,Personal,0.0,0.0,0.0,3.0,0,0.0
2001-07-28,Non-Fatal,Substantial,CESSNA,182Q,Personal,0.0,0.0,0.0,5.0,0,0.0
2001-07-28,Non-Fatal,Substantial,CESSNA,152,Personal,0.0,1.0,1.0,1.0,0,3.0
2001-07-28,Non-Fatal,Substantial,CESSNA,T210M,Personal,0.0,0.0,2.0,1.0,0,2.0
2001-07-28,Non-Fatal,Substantial,CESSNA,180,Personal,0.0,0.0,0.0,3.0,0,0.0
2001-07-28,Non-Fatal,Substantial,PIPER,PA-18-150,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-07-28,Fatal(1),Destroyed,OTHER,BARNETT J4B,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-28,Fatal(1),Destroyed,PIPER,PA-46-350,Personal,1.0,2.0,0.0,1.0,1,9.0
2001-07-28,Fatal(2),Destroyed,AERONCA,S-65-CA,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-07-28,Fatal(4),Destroyed,CESSNA,205,Personal,4.0,0.0,0.0,1.0,1,20.0
2001-07-28,Non-Fatal,Destroyed,CESSNA,172RG,Personal,0.0,3.0,0.0,1.0,0,6.0
2001-07-29,Non-Fatal,Substantial,OTHER,FOKKER F1,Personal,0.0,0.0,1.0,1.0,0,1.0
2001-07-29,Non-Fatal,Substantial,BEECH,35-B33,Personal,0.0,0.0,0.0,4.0,0,0.0
2001-07-29,Non-Fatal,Substantial,CESSNA,152,Personal,0.0,0.0,0.0,4.0,0,0.0
2001-07-29,Non-Fatal,Substantial,CESSNA,172S,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-29,Non-Fatal,Substantial,BURKHART GROB,G102 STD ASTIR III,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-07-29,Non-Fatal,Substantial,BEECH,C35,Personal,0.0,0.0,2.0,1.0,0,2.0
2001-07-29,Non-Fatal,Substantial,AERONCA,7AC,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-07-29,Fatal(6),Destroyed,PIPER,PA-32-260,Personal,6.0,0.0,0.0,1.0,1,30.0
2001-07-30,Non-Fatal,Substantial,CESSNA,U206,Business,0.0,0.0,0.0,4.0,0,0.0
2001-07-30,Fatal(1),Destroyed,OTHER,GLASTAR,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-07-31,Non-Fatal,Substantial,OTHER,18A,Personal,0.0,0.0,2.0,1.0,0,2.0
2001-07-31,Non-Fatal,Substantial,FAIRCHILD,M-62A-3,Personal,0.0,0.0,2.0,1.0,0,2.0
2001-07-31,Non-Fatal,Substantial,CESSNA,172N,Personal,0.0,0.0,1.0,1.0,0,1.0
2001-07-31,Non-Fatal,Substantial,MAULE,M-7-235C,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-07-31,Non-Fatal,Substantial,PIPER,PA-28-150,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-07-31,Non-Fatal,Substantial,PIPER,PA-28,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-07-31,Fatal(2),Destroyed,LANCAIR,360,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-08-01,Non-Fatal,Substantial,OTHER,EUROPA MONOWHEEL,Personal,0.0,0.0,1.0,1.0,0,1.0
2001-08-01,Non-Fatal,Substantial,PIPER,PA-12,Personal,0.0,0.0,0.0,3.0,0,0.0
2001-08-02,Non-Fatal,Substantial,CESSNA,172,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-03,Non-Fatal,Substantial,OTHER,CASUTT SPORT RACER,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-08-03,Fatal(1),Destroyed,BEECH,V-35A,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-08-04,Non-Fatal,Substantial,CESSNA,152,Personal,0.0,0.0,2.0,1.0,0,2.0
2001-08-04,Non-Fatal,Substantial,OTHER,SPENCER AMPHIB 1-12E,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-04,Non-Fatal,Substantial,LUSCOMBE,8A,Personal,0.0,0.0,2.0,1.0,0,2.0
2001-08-04,Non-Fatal,Substantial,OTHER,ROTORWAY EXEC 162F,Personal,0.0,2.0,0.0,1.0,0,4.0
2001-08-04,Non-Fatal,Substantial,CESSNA,182H,Personal,0.0,1.0,1.0,1.0,0,3.0
2001-08-04,Non-Fatal,Substantial,BEECH,A35,Personal,0.0,0.0,0.0,3.0,0,0.0
2001-08-04,Non-Fatal,Substantial,OTHER,MOFFRA P-13,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-04,Fatal(2),Substantial,SCHWEIZER,269C,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-08-04,Incident,Minor,OTHER,RANS S-12,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-04,Fatal(2),Destroyed,BEECH,E55,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-08-05,Non-Fatal,Substantial,CESSNA,336,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-08-05,Non-Fatal,Substantial,OTHER,PITTS S2,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-08-05,Non-Fatal,Substantial,CESSNA,182L,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-05,Non-Fatal,Substantial,CESSNA,152,Other Work Use,0.0,0.0,0.0,2.0,0,0.0
2001-08-05,Non-Fatal,Substantial,GRUMMAN,AA-5B,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-05,Non-Fatal,Substantial,CESSNA,172M,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-05,Non-Fatal,Substantial,BEECH,23,Personal,0.0,0.0,2.0,1.0,0,2.0
2001-08-05,Non-Fatal,Substantial,CESSNA,A185F,Personal,0.0,1.0,0.0,2.0,0,2.0
2001-08-05,Non-Fatal,Substantial,PIPER,PA-18-160,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-05,Fatal(2),Destroyed,BELLANCA,7GCBC,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-08-05,Fatal(1),Destroyed,BEECH,B36TC,Personal,1.0,2.0,1.0,1.0,1,10.0
2001-08-05,Incident,Destroyed,OTHER,FALCON 20,Business,3.0,0.0,0.0,1.0,1,15.0
2001-08-06,Non-Fatal,Substantial,PIPER,PA-32-300,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-06,Non-Fatal,Substantial,OTHER,AVID FLYER,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-06,Non-Fatal,Substantial,PIPER,PA-18,Business,0.0,0.0,0.0,1.0,0,0.0
2001-08-06,Non-Fatal,Substantial,CESSNA,172S,Personal,0.0,2.0,0.0,2.0,0,4.0
2001-08-07,Non-Fatal,Substantial,CESSNA,150L,Personal,0.0,0.0,1.0,1.0,0,1.0
2001-08-07,Non-Fatal,Substantial,PIPER,PA-28-140,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-07,Non-Fatal,Substantial,ENSTROM,280FX,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-07,Non-Fatal,Substantial,CESSNA,180A,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-07,Non-Fatal,Destroyed,CESSNA,320,Personal,0.0,2.0,1.0,1.0,0,5.0
2001-08-08,Non-Fatal,Substantial,PIPER,PA-24-250,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-08,Non-Fatal,Substantial,RANS,S-7,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-08-08,Non-Fatal,Substantial,CESSNA,150,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-08-09,Non-Fatal,Substantial,OTHER,MK-4,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-08-09,Fatal(2),Substantial,PIPER,PA-32-260,Business,2.0,0.0,0.0,1.0,1,10.0
2001-08-09,Non-Fatal,Substantial,BEECH,BE-200,Business,0.0,1.0,5.0,1.0,0,7.0
2001-08-09,Non-Fatal,Substantial,CESSNA,152,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-09,Non-Fatal,Substantial,PIPER,PA-46-310P,Business,0.0,0.0,1.0,1.0,0,1.0
2001-08-09,Non-Fatal,Substantial,CESSNA,180H,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-09,Fatal(1),Substantial,CESSNA,185,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-08-09,Non-Fatal,Destroyed,PIPER,PA-60-602P,Business,0.0,0.0,0.0,1.0,0,0.0
2001-08-09,Non-Fatal,Destroyed,CESSNA,P210N,Personal,0.0,2.0,1.0,1.0,0,5.0
2001-08-10,Non-Fatal,Substantial,OTHER,FP-404,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-10,Non-Fatal,Substantial,STINSON,108-2,Personal,0.0,0.0,0.0,4.0,0,0.0
2001-08-10,Non-Fatal,Destroyed,OTHER,ACRODUSTER I,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-11,Fatal(2),Substantial,OTHER,KITFOX,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-08-11,Non-Fatal,Substantial,PIPER,J3C-65,Personal,0.0,0.0,1.0,1.0,0,1.0
2001-08-11,Non-Fatal,Substantial,PIPER,PA-28-235,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-11,Non-Fatal,Substantial,CESSNA,210,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-11,Non-Fatal,Substantial,OTHER,L-13,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-11,Non-Fatal,Substantial,OTHER,532 COMMANDER,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-11,Non-Fatal,Substantial,OTHER,S-1B2,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-11,Non-Fatal,Substantial,SIKORSKY,S61A,Other Work Use,0.0,0.0,0.0,2.0,0,0.0
2001-08-11,Fatal(3),Destroyed,PIPER,PA-28RT-201,Personal,3.0,0.0,0.0,1.0,1,15.0
2001-08-12,Non-Fatal,Substantial,OTHER,RC-3,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-12,Non-Fatal,Substantial,CESSNA,172L,Personal,0.0,2.0,0.0,1.0,0,4.0
2001-08-12,Non-Fatal,Substantial,CESSNA,182Q,Personal,0.0,1.0,1.0,1.0,0,3.0
2001-08-12,Non-Fatal,Substantial,EUROCOPTER,AS350 B-2,Other Work Use,0.0,0.0,0.0,1.0,0,0.0
2001-08-12,Non-Fatal,Substantial,HUGHES,369FF,Other Work Use,0.0,0.0,0.0,1.0,0,0.0
2001-08-12,Non-Fatal,Substantial,CESSNA,182A,Personal,0.0,0.0,0.0,3.0,0,0.0
2001-08-12,Non-Fatal,Substantial,GLOBE,GC-1B,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-12,Non-Fatal,Substantial,OTHER,DSA-1,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-08-12,Non-Fatal,Substantial,PIPER,PA-28-180,Personal,0.0,0.0,1.0,3.0,0,1.0
2001-08-12,Fatal(2),Destroyed,PIPER,PA-28-180,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-08-12,Fatal(1),Destroyed,OTHER,SZD-55-1,Personal,1.0,0.0,0.0,1.0,1,5.0
2001-08-13,Incident,Minor,CESSNA,210L,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-13,Fatal(1),Destroyed,MAULE,M-6-235,Personal,1.0,1.0,0.0,1.0,1,7.0
2001-08-14,Non-Fatal,Substantial,OTHER,600N,Business,0.0,0.0,3.0,1.0,0,3.0
2001-08-14,Non-Fatal,Substantial,CESSNA,177,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-15,Non-Fatal,Substantial,OTHER,SC-1,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-15,Non-Fatal,Substantial,CESSNA,150M,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-15,Non-Fatal,Substantial,OTHER,114-B,Personal,0.0,2.0,0.0,1.0,0,4.0
2001-08-15,Non-Fatal,Substantial,CESSNA,177RG,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-16,Non-Fatal,Substantial,CESSNA,T210N,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-16,Non-Fatal,Substantial,PIPER,PA-18-160,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-16,Non-Fatal,Destroyed,OTHER,STITTS SA6B,Personal,0.0,1.0,1.0,1.0,0,3.0
2001-08-17,Non-Fatal,Substantial,PIPER,PA-28-140,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-17,Non-Fatal,Substantial,CESSNA,172-A,Personal,0.0,0.0,1.0,1.0,0,1.0
2001-08-17,Non-Fatal,Substantial,CESSNA,421B,Personal,0.0,0.0,0.0,4.0,0,0.0
2001-08-17,Fatal(2),Destroyed,OTHER,LANCAIR 360,Personal,2.0,0.0,0.0,1.0,1,10.0
2001-08-17,Non-Fatal,Destroyed,OTHER,SHUTTLE 90,Business,0.0,0.0,2.0,1.0,0,2.0
2001-08-18,Non-Fatal,Substantial,STINSON,108-3,Personal,0.0,0.0,1.0,1.0,0,1.0
2001-08-18,Non-Fatal,Substantial,PIPER,PA-32RT-300,Personal,0.0,0.0,0.0,4.0,0,0.0
2001-08-18,Non-Fatal,Substantial,OTHER,AVID BANDIT,Personal,0.0,2.0,0.0,1.0,0,4.0
2001-08-18,Non-Fatal,Substantial,OTHER,GLASTAR,Personal,0.0,0.0,0.0,2.0,0,0.0
2001-08-18,Non-Fatal,Substantial,PIPER,PA-18-135,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-19,Non-Fatal,Substantial,LET,BLANIK L-13,Personal,0.0,1.0,1.0,1.0,0,3.0
2001-08-19,Non-Fatal,Substantial,CIRRUS DESIGN CORP.,SR-22,Personal,0.0,0.0,0.0,3.0,0,0.0
2001-08-19,Non-Fatal,Substantial,BEECH,A-36TC,Personal,0.0,0.0,1.0,3.0,0,1.0
2001-08-19,Non-Fatal,Substantial,CHAMPION,7ECA,Personal,0.0,1.0,0.0,1.0,0,2.0
2001-08-19,Fatal(3),Destroyed,BEECH,A23,Personal,3.0,0.0,0.0,1.0,1,15.0
2001-08-19,Fatal(3),Destroyed,PIPER,PA-28-151,Personal,3.0,0.0,0.0,1.0,1,15.0
2001-08-20,Non-Fatal,Substantial,BEECH,F33C,Personal,0.0,2.0,0.0,1.0,0,4.0
2001-08-20,Non-Fatal,Substantial,CESSNA,305,Personal,0.0,0.0,0.0,1.0,0,0.0
2001-08-21,Non-Fatal,Substantial,HUGHES,269C,Other Work Use,0.0,0.0,0.0,2.0,0,0.0
